dma_name,dma_id,term,week,score,rank,percent_gain,refresh_date
Oklahoma City OK,650,argentina vs peru,2023-08-20,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-10-06,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-01-19,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-11-29,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-01-17,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-11-03,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-02-21,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-03-12,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-03-19,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-05-19,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-08-04,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-05-30,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-08-11,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-02-26,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-11-14,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-07-05,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-10-10,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-08-08,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-07-03,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-07-24,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-10-02,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-08-25,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-02-07,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-07-17,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-12-17,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-08-14,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-08-28,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-09-18,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-09-25,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-03-27,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-02-25,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-10-17,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-03-13,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-08-21,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-04-14,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-02-16,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-03-22,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-11-27,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-05-31,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-01-12,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-03-15,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-11-08,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-04-16,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-07-16,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2019-11-17,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-01-30,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-06-14,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-12-27,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-01-26,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-08-02,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-01-10,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-01-02,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-10-22,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-03-14,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-03-21,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-07-18,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-04-02,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2019-12-08,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-07-12,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-04-30,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-12-10,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-03-03,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-04-25,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-08-15,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-10-24,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2019-12-01,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-08-09,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-09-05,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-09-26,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-04-04,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-05-28,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-05-22,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-10-27,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2024-11-10,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-05-10,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-03-28,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2021-04-11,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2023-11-19,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2020-11-15,,24,140,2024-11-22
Oklahoma City OK,650,argentina vs peru,2022-03-20,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-09-03,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-12-17,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-06-20,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-01-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-10-20,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-06-16,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-07-03,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-12-04,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-02-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-05-16,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-03-27,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-01-17,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-05-15,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-02-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-04-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-09-18,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-08-02,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-09-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-12-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-01-08,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-03-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-06-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-06-21,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-07-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-06-27,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-08-15,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-10-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-02-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-11-03,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-02-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-01-28,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-06-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-10-11,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-11-22,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-11-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-10-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-02-11,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-05-26,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-07-21,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-06-28,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-06-25,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-09-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-05-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-10-27,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-05-17,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-02-21,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-12-25,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-08-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-08-22,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-09-25,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-02-04,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2019-12-29,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-09-20,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-07-11,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-01-16,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-05-21,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-06-23,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-05-29,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-07-24,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-08-28,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-04-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-08-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-09-15,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-04-10,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-06-30,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-08-11,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-11-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-03-06,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-09-04,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-10-02,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-10-23,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-09-13,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-07-25,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-12-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-01-05,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-03-15,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-06-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-01-21,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-03-05,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-11-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-08-16,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-11-13,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-12-11,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-01-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-04-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-03-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-05-24,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-06-06,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-02-26,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2019-12-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-05-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-07-31,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-06-11,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-07-30,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-03-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-06-18,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-04-21,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-11-10,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-08-25,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-02-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-07-05,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-09-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-10-22,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-10-13,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-05-23,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-02-13,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-08-20,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-01-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-03-28,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-12-26,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-07-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-02-28,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-10-10,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-01-09,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-04-14,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-12-13,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-04-25,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2019-12-08,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-01-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-10-04,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-01-03,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-01-10,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-04-04,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-12-24,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-11-26,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-01-12,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-03-22,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-11-06,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-05-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2019-11-24,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2021-05-02,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2023-11-05,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-03-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-07-19,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-03-31,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-08-04,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2020-04-26,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2022-05-01,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-03-17,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-07-07,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-07-28,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-03-24,,24,140,2024-11-22
Odessa-Midland TX,633,argentina vs peru,2024-04-07,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-10-31,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-01-23,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-12-11,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-02-11,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-08-18,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-10-13,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-04-26,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-09-05,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-10-03,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-09-15,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-09-22,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-07-19,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-04-05,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-05-31,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-05-07,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2019-12-29,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-11-14,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-04-03,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-10-09,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-03-28,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-09-26,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-10-20,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-05-12,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-08-16,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-07-26,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-09-06,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-05-22,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-03-26,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-07-02,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-08-01,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-06-19,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-06-04,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-08-02,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-04-10,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-07-16,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-07-14,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-09-25,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-12-18,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-02-14,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-01-22,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-08-11,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-10-04,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-02-13,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-05-26,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2019-12-01,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-06-27,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-07-04,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-03-27,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-07-10,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-02-19,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-07-07,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-01-26,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-11-28,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-02-27,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-02-25,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2019-12-08,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2019-11-17,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-02-28,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-12-25,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-04-30,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2024-04-21,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-11-05,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-11-19,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-12-03,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-04-17,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-08-07,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-03-05,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2023-06-25,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-03-21,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-04-25,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2022-06-12,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2020-04-19,,24,140,2024-11-22
Seattle-Tacoma WA,819,argentina vs peru,2021-09-12,,24,140,2024-11-22
